"transaction_id","user_id","income_bracket","monthly_income","date","merchant","category","amount","transaction_type"
TXN00772,USR_0036,High,7855.69,"2023-11-10",Kroger,Groceries,121.16,debit
TXN00335,USR_0008,High,10010.09,"2023-04-13",Spotify,Subscriptions,7.34,debit
TXN01268,USR_0030,Mid,4694.93,"2023-08-23",Walgreens,Healthcare,192.48,debit
TXN01278,USR_0019,Mid,5509.32,"2023-05-03",Chipotle,Dining,38.58,debit
TXN01679,USR_0049,Mid,4349.08,"2023-11-12",EZPass Toll,Transport,19.77,debit
TXN01121,USR_0035,High,7357.01,"2023-06-21",ESPN+,Entertainment,111.7,debit
TXN00709,USR_0050,High,9806.84,"2023-12-16",Aldi,Groceries,165.4,debit
TXN01189,USR_0020,Low,3094.6,"2023-10-16",Amazon,Shopping,206.57,debit
TXN01562,USR_0048,High,9294.26,"2023-10-25",Shell Gas,Transport,20.05,debit
TXN01233,USR_0035,High,7357.01,"2023-11-26",Best Buy,Shopping,191.54,debit
TXN01734,USR_0026,High,7347.78,"2023-04-10",CVS Pharmacy,Healthcare,12.58,debit
TXN01762,USR_0003,Low,2209.31,"2023-05-02",Steam,Entertainment,20.44,debit
TXN00539,USR_0003,Low,2209.31,"2023-08-14",BP Gas,Transport,8.84,debit
TXN01094,USR_0046,Mid,4531.57,"2023-01-27",UnitedHealth,Healthcare,84.28,debit
TXN01328,USR_0032,Low,2555.27,"2023-01-22",Nike,Shopping,113.33,debit
TXN01091,USR_0006,Mid,4079.46,"2023-09-26",LabCorp,Healthcare,156.9,debit
TXN01544,USR_0034,High,11683.27,"2023-08-04",Lyft,Transport,48.7,debit
TXN00958,USR_0011,Mid,4551.1,"2023-01-15",Trader Joe's,Groceries,156.96,debit
TXN00419,USR_0020,Low,3094.6,"2023-01-12",UnitedHealth,Healthcare,205.95,debit
TXN01263,USR_0027,High,8139.49,"2023-04-13",Walgreens,Healthcare,27.65,debit
TXN00436,USR_0043,Mid,4669.35,"2023-09-24",BP Gas,Transport,20.13,debit
TXN01701,USR_0047,Mid,4989.08,"2023-04-18",Ticketmaster,Entertainment,64.32,debit
TXN00574,USR_0039,High,10440.81,"2023-09-18",BP Gas,Transport,19.85,debit
TXN01023,USR_0037,High,8224.05,"2023-10-20",Netflix,Subscriptions,9.03,debit
TXN01570,USR_0028,Mid,6463.05,"2023-08-14",ESPN+,Entertainment,99.74,debit
TXN00333,USR_0044,Low,3369.7,"2023-06-13",Dominion Energy,Utilities,128.0,debit
TXN00852,USR_0033,Low,3005.26,"2023-11-20",Publix,Groceries,110.52,debit
TXN00811,USR_0003,Low,2209.31,"2023-08-08",Nike,Shopping,99.84,debit
TXN00736,USR_0021,High,7624.13,"2023-09-29",Uber,Transport,38.72,debit
TXN00902,USR_0043,Mid,4669.35,"2023-09-23",Target,Shopping,219.16,debit
TXN01664,USR_0007,Low,2327.96,"2023-08-21",Aldi,Groceries,51.2,debit
TXN00575,USR_0004,Low,3015.05,"2023-05-03",ESPN+,Entertainment,17.97,debit
TXN01589,USR_0049,Mid,4349.08,"2023-09-01",Kroger,Groceries,123.61,debit
TXN01356,USR_0033,Low,3005.26,"2023-11-10",EZPass Toll,Transport,35.5,debit
TXN01349,USR_0006,Mid,4079.46,"2023-08-06",Chipotle,Dining,6.32,debit
TXN01501,USR_0027,High,8139.49,"2023-12-27",Walmart,Shopping,164.7,debit
TXN01068,USR_0010,High,10506.62,"2023-01-16",American Water,Utilities,193.79,debit
TXN01209,USR_0007,Low,2327.96,"2023-09-26",Panera Bread,Dining,29.61,debit
TXN01448,USR_0045,High,11381.84,"2023-03-28",Aldi,Groceries,116.97,debit
TXN00009,USR_0013,Low,3138.21,"2023-03-20",Comcast,Utilities,126.3,debit
TXN01595,USR_0007,Low,2327.96,"2023-10-05",Amazon Prime,Subscriptions,8.87,debit
TXN01711,USR_0022,Mid,4197.0,"2023-10-19",Steam,Entertainment,15.72,debit
TXN01592,USR_0039,High,10440.81,"2023-06-14",LabCorp,Healthcare,20.8,debit
TXN01245,USR_0018,Mid,4241.79,"2023-03-14",Walgreens,Healthcare,177.11,debit
TXN01654,USR_0013,Low,3138.21,"2023-10-21",Apple Music,Subscriptions,10.33,debit
TXN00305,USR_0023,Mid,6073.51,"2023-05-04",Walgreens,Healthcare,169.45,debit
TXN01426,USR_0038,Mid,4948.64,"2023-01-29",Xbox Game Pass,Entertainment,48.09,debit
TXN01603,USR_0031,High,11170.55,"2023-01-15",Walgreens,Healthcare,229.3,debit
TXN00075,USR_0022,Mid,4197.0,"2023-02-17",Shell Gas,Transport,15.8,debit
TXN01153,USR_0046,Mid,4531.57,"2023-02-24",AT&T,Utilities,143.91,debit
TXN00523,USR_0021,High,7624.13,"2023-04-11",AMC Theaters,Entertainment,35.17,debit
TXN00336,USR_0036,High,7855.69,"2023-10-21",American Water,Utilities,168.59,debit
TXN00570,USR_0014,Low,3047.21,"2023-02-14",McDonald's,Dining,46.27,debit
TXN00591,USR_0008,High,10010.09,"2023-01-16",American Water,Utilities,83.52,debit
TXN00089,USR_0027,High,8139.49,"2023-02-01",BP Gas,Transport,25.2,debit
TXN00875,USR_0012,High,8390.95,"2023-09-22",LabCorp,Healthcare,242.62,debit
TXN00810,USR_0044,Low,3369.7,"2023-02-08",Spotify,Subscriptions,8.55,debit
TXN01107,USR_0018,Mid,4241.79,"2023-06-18",LabCorp,Healthcare,60.36,debit
TXN00218,USR_0004,Low,3015.05,"2023-03-06",LabCorp,Healthcare,37.28,debit
TXN00889,USR_0008,High,10010.09,"2023-09-24",Aldi,Groceries,123.0,debit
TXN01401,USR_0020,Low,3094.6,"2023-10-21",Walgreens,Healthcare,159.9,debit
TXN00713,USR_0040,Low,3026.92,"2023-07-23",Chipotle,Dining,40.81,debit
TXN01269,USR_0015,Mid,4694.68,"2023-06-01",Apple Music,Subscriptions,18.77,debit
TXN00857,USR_0040,Low,3026.92,"2023-12-17",Apple Music,Subscriptions,8.82,debit
TXN00174,USR_0027,High,8139.49,"2023-12-02",Netflix,Subscriptions,19.6,debit
TXN01703,USR_0021,High,7624.13,"2023-04-07",Cigna,Healthcare,60.3,debit
TXN01277,USR_0036,High,7855.69,"2023-01-07",Walgreens,Healthcare,41.85,debit
TXN00222,USR_0002,High,8375.15,"2023-02-01",ESPN+,Entertainment,54.02,debit
TXN00320,USR_0039,High,10440.81,"2023-04-03",Walmart,Shopping,234.71,debit
TXN01615,USR_0014,Low,3047.21,"2023-08-24",Dominion Energy,Utilities,186.24,debit
TXN01638,USR_0048,High,9294.26,"2023-04-26",CVS Pharmacy,Healthcare,230.08,debit
TXN00879,USR_0030,Mid,4694.93,"2023-11-02",McDonald's,Dining,12.6,debit
TXN01660,USR_0043,Mid,4669.35,"2023-12-14",Netflix,Subscriptions,12.49,debit
TXN01082,USR_0048,High,9294.26,"2023-01-21",LabCorp,Healthcare,193.64,debit
TXN00826,USR_0041,Low,2343.57,"2023-04-20",CVS Pharmacy,Healthcare,59.34,debit
TXN01115,USR_0023,Mid,6073.51,"2023-10-14",Uber,Transport,42.33,debit
TXN00267,USR_0048,High,9294.26,"2023-01-22",Xbox Game Pass,Entertainment,79.96,debit
TXN00007,USR_0011,Mid,4551.1,"2023-08-21",Trader Joe's,Groceries,175.36,debit
TXN01669,USR_0036,High,7855.69,"2023-02-28",Amazon Prime,Subscriptions,12.73,debit
TXN01352,USR_0017,Mid,4255.53,"2023-01-23",Starbucks,Dining,57.82,debit
TXN00739,USR_0019,Mid,5509.32,"2023-08-22",American Water,Utilities,182.08,debit
TXN00139,USR_0031,High,11170.55,"2023-05-30",Whole Foods,Groceries,62.54,debit
TXN00164,USR_0013,Low,3138.21,"2023-11-03",Netflix,Subscriptions,11.42,debit
TXN01524,USR_0047,Mid,4989.08,"2023-12-31",Cigna,Healthcare,209.94,debit
TXN00595,USR_0008,High,10010.09,"2023-04-27",Kroger,Groceries,156.68,debit
TXN01746,USR_0001,High,7556.66,"2023-06-22",UBER,Transport,48.42,debit
TXN01345,USR_0005,High,7434.69,"2023-03-01",Netflix,Subscriptions,11.05,debit
TXN01169,USR_0023,Mid,6073.51,"2023-02-26",Amazon,Shopping,144.05,debit
TXN01758,USR_0048,High,9294.26,"2023-04-30",Whole Foods,Groceries,18.5,debit
TXN00961,USR_0039,High,10440.81,"2023-08-22",LabCorp,Healthcare,163.55,debit
TXN01330,USR_0020,Low,3094.6,"2023-11-24",AMC Theaters,Entertainment,80.19,debit
TXN01708,USR_0003,Low,2209.31,"2023-03-13",Amazon Prime,Subscriptions,14.39,debit
TXN00524,USR_0032,Low,2555.27,"2023-09-28",AT&T,Utilities,102.18,debit
TXN01152,USR_0019,Mid,5509.32,"2023-06-28",Apple Music,Subscriptions,8.34,debit
TXN00807,USR_0013,Low,3138.21,"2023-11-14",Ticketmaster,Entertainment,109.82,debit
TXN00745,USR_0043,Mid,4669.35,"2023-02-25",Kroger,Groceries,128.81,debit
TXN01126,USR_0012,High,8390.95,"2023-11-01",Starbucks,Dining,27.01,debit
TXN00579,USR_0049,Mid,4349.08,"2023-08-30",Chipotle,Dining,46.12,debit
TXN00846,USR_0043,Mid,4669.35,"2023-06-06",Apple Music,Subscriptions,14.37,debit
TXN01736,USR_0030,Mid,4694.93,"2023-09-06",AMC Theaters,Entertainment,14.49,debit
TXN00020,USR_0003,Low,2209.31,"2023-06-19",Chick-fil-A,Dining,21.66,debit
TXN01202,USR_0025,Mid,5443.38,"2023-08-31",Target,Shopping,157.81,debit
TXN01700,USR_0001,High,7556.66,"2023-08-30",Hulu,Subscriptions,9.96,debit
TXN00634,USR_0009,High,7994.19,"2023-08-03",EZPass Toll,Transport,17.2,debit
TXN01099,USR_0039,High,10440.81,"2023-11-04",Whole Foods,Groceries,160.56,debit
TXN00656,USR_0048,High,9294.26,"2023-02-09",Shell Gas,Transport,59.0,debit
TXN00017,USR_0029,Low,3299.73,"2023-03-03",Lyft,Transport,6.65,debit
TXN01503,USR_0012,High,8390.95,"2023-04-19",Netflix,Subscriptions,14.85,debit
TXN01078,USR_0028,Mid,6463.05,"2023-07-27",Publix,Groceries,136.33,debit
TXN00138,USR_0011,Mid,4551.1,"2023-01-02",Cigna,Healthcare,175.45,debit
TXN01455,USR_0002,High,8375.15,"2023-05-29",Target,Shopping,318.49,debit
TXN00698,USR_0049,Mid,4349.08,"2023-09-22",Dominion Energy,Utilities,122.44,debit
TXN01489,USR_0025,Mid,5443.38,"2023-09-01",Nike,Shopping,214.12,debit
TXN00449,USR_0050,High,9806.84,"2023-05-25",Cigna,Healthcare,138.08,debit
TXN01741,USR_0003,Low,2209.31,"2023-12-12",BP Gas,Transport,42.71,debit
TXN00328,USR_0024,High,11427.26,"2023-07-23",Verizon,Utilities,79.94,debit
TXN00318,USR_0032,Low,2555.27,"2023-12-21",Steam,Entertainment,111.3,debit
TXN01407,USR_0002,High,8375.15,"2023-11-18",Apple Music,Subscriptions,13.49,debit
TXN00527,USR_0044,Low,3369.7,"2023-03-10",Dominion Energy,Utilities,78.17,debit
TXN00088,USR_0005,High,7434.69,"2023-08-01",UnitedHealth,Healthcare,140.23,debit
TXN01179,USR_0018,Mid,4241.79,"2023-07-30",Dominion Energy,Utilities,196.52,debit
TXN00149,USR_0049,Mid,4349.08,"2023-03-31",Xbox Game Pass,Entertainment,79.92,debit
TXN01496,USR_0036,High,7855.69,"2023-02-09",Publix,Groceries,32.76,debit
TXN01119,USR_0022,Mid,4197.0,"2023-12-11",ESPN+,Entertainment,96.68,debit
TXN00366,USR_0022,Mid,4197.0,"2023-10-13",Comcast,Utilities,71.85,debit
TXN00590,USR_0034,High,11683.27,"2023-09-22",Target,Shopping,259.2,debit
TXN01391,USR_0028,Mid,6463.05,"2023-06-26",American Water,Utilities,96.2,debit
TXN00199,USR_0026,High,7347.78,"2023-01-08",Nike,Shopping,52.02,debit
TXN01742,USR_0041,Low,2343.57,"2023-09-25",Panera Bread,Dining,53.32,debit
TXN00193,USR_0020,Low,3094.6,"2023-08-14",Publix,Groceries,75.2,debit
TXN00405,USR_0016,Low,3435.82,"2023-01-04",Best Buy,Shopping,90.08,debit
TXN01450,USR_0037,High,8224.05,"2023-03-02",Publix,Groceries,86.8,debit
TXN00484,USR_0049,Mid,4349.08,"2023-05-19",McDonald's,Dining,36.42,debit
TXN01346,USR_0024,High,11427.26,"2023-03-13",Xbox Game Pass,Entertainment,65.16,debit
TXN00792,USR_0033,Low,3005.26,"2023-04-01",Spotify,Subscriptions,13.55,debit
TXN00800,USR_0028,Mid,6463.05,"2023-01-07",Chipotle,Dining,31.66,debit
TXN00385,USR_0023,Mid,6073.51,"2023-10-14",Walmart,Shopping,314.56,debit
TXN00751,USR_0039,High,10440.81,"2023-04-13",Nike,Shopping,340.86,debit
TXN00423,USR_0009,High,7994.19,"2023-11-25",UnitedHealth,Healthcare,248.29,debit
TXN00315,USR_0042,Low,3207.57,"2023-04-08",Walmart,Shopping,26.25,debit
TXN01022,USR_0021,High,7624.13,"2023-01-12",Nike,Shopping,183.83,debit
TXN00544,USR_0018,Mid,4241.79,"2023-11-02",Amazon Prime,Subscriptions,19.73,debit
TXN00914,USR_0031,High,11170.55,"2023-03-01",Amazon,Shopping,240.15,debit
TXN00663,USR_0003,Low,2209.31,"2023-05-31",Trader Joe's,Groceries,58.09,debit
TXN00903,USR_0044,Low,3369.7,"2023-01-19",Comcast,Utilities,144.8,debit
TXN01472,USR_0023,Mid,6073.51,"2023-12-30",ESPN+,Entertainment,61.69,debit
TXN00686,USR_0005,High,7434.69,"2023-02-14",LabCorp,Healthcare,105.37,debit
TXN01549,USR_0003,Low,2209.31,"2023-12-05",Apple Music,Subscriptions,7.75,debit
TXN00160,USR_0036,High,7855.69,"2023-07-28",McDonald's,Dining,68.91,debit
TXN01000,USR_0043,Mid,4669.35,"2023-10-03",Walgreens,Healthcare,135.78,debit
TXN01458,USR_0046,Mid,4531.57,"2023-08-05",AMAZON,Shopping,27.72,debit
TXN01636,USR_0027,High,8139.49,"2023-09-30",Steam,Entertainment,5.59,debit
TXN00203,USR_0045,High,11381.84,"2023-06-04",CVS Pharmacy,Healthcare,43.55,debit
TXN01024,USR_0017,Mid,4255.53,"2023-07-07",Lyft,Transport,17.61,debit
TXN01510,USR_0042,Low,3207.57,"2023-05-04",LabCorp,Healthcare,55.82,debit
TXN00113,USR_0038,Mid,4948.64,"2023-05-18",Comcast,Utilities,172.92,debit
TXN01666,USR_0014,Low,3047.21,"2023-05-03",Steam,Entertainment,97.84,debit
TXN00981,USR_0029,Low,3299.73,"2023-05-07",Whole Foods,Groceries,91.04,debit
TXN00923,USR_0031,High,11170.55,"2023-07-10",American Water,Utilities,183.7,debit
TXN01369,USR_0044,Low,3369.7,"2023-09-09",Panera Bread,Dining,35.66,debit
TXN01464,USR_0009,High,7994.19,"2023-02-15",AT&T,Utilities,109.27,debit
TXN01320,USR_0028,Mid,6463.05,"2023-07-09",UnitedHealth,Healthcare,12.93,debit
TXN01151,USR_0008,High,10010.09,"2023-06-29",ESPN+,Entertainment,102.26,debit
TXN00816,USR_0033,Low,3005.26,"2023-03-23",LabCorp,Healthcare,138.89,debit
TXN01262,USR_0044,Low,3369.7,"2023-06-16",UBER,Transport,16.52,debit
TXN01195,USR_0017,Mid,4255.53,"2023-12-25",BP Gas,Transport,13.31,debit
TXN00680,USR_0025,Mid,5443.38,"2023-09-25",LabCorp,Healthcare,174.9,debit
TXN00081,USR_0008,High,10010.09,"2023-08-22",Hulu,Subscriptions,15.68,debit
TXN01620,USR_0043,Mid,4669.35,"2023-08-16",Starbucks,Dining,31.35,debit
TXN01243,USR_0044,Low,3369.7,"2023-10-22",Amazon Prime,Subscriptions,17.87,debit
TXN01410,USR_0030,Mid,4694.93,"2023-03-17",Lyft,Transport,45.55,debit
TXN00753,USR_0036,High,7855.69,"2023-09-12",BP Gas,Transport,21.84,debit
TXN01055,USR_0035,High,7357.01,"2023-02-15",Spotify,Subscriptions,12.95,debit
TXN00243,USR_0047,Mid,4989.08,"2023-06-16",Chipotle,Dining,15.89,debit
TXN01241,USR_0038,Mid,4948.64,"2023-02-02",Chipotle,Dining,39.8,debit
TXN00642,USR_0045,High,11381.84,"2023-07-03",Trader Joe's,Groceries,171.35,debit
TXN00210,USR_0023,Mid,6073.51,"2023-02-01",UnitedHealth,Healthcare,55.55,debit
TXN00771,USR_0016,Low,3435.82,"2023-09-04",American Water,Utilities,63.78,debit
TXN01662,USR_0030,Mid,4694.93,"2023-11-04",AT&T,Utilities,130.58,debit
TXN01064,USR_0044,Low,3369.7,"2023-04-14",Amazon Prime,Subscriptions,15.95,debit
TXN00975,USR_0035,High,7357.01,"2023-01-12",Netflix,Subscriptions,16.3,debit
TXN00552,USR_0001,High,7556.66,"2023-02-17",Steam,Entertainment,102.76,debit
TXN01505,USR_0026,High,7347.78,"2023-03-01",Whole Foods,Groceries,123.21,debit
TXN01299,USR_0002,High,8375.15,"2023-04-29",American Water,Utilities,132.59,debit
TXN01014,USR_0037,High,8224.05,"2023-07-03",ESPN+,Entertainment,106.52,debit
TXN01735,USR_0008,High,10010.09,"2023-12-30",Amazon Prime,Subscriptions,15.71,debit
TXN00467,USR_0006,Mid,4079.46,"2023-12-01",Kroger,Groceries,81.87,debit
TXN01361,USR_0007,Low,2327.96,"2023-04-03",American Water,Utilities,107.85,debit
TXN01674,USR_0009,High,7994.19,"2023-07-14",Starbucks,Dining,26.36,debit
TXN00278,USR_0006,Mid,4079.46,"2023-06-08",UnitedHealth,Healthcare,205.16,debit
TXN01070,USR_0012,High,8390.95,"2023-01-14",Nike,Shopping,202.79,debit
TXN01018,USR_0028,Mid,6463.05,"2023-06-15",EZPass Toll,Transport,34.1,debit
TXN01502,USR_0043,Mid,4669.35,"2023-08-19",Walmart,Shopping,306.26,debit
TXN00723,USR_0015,Mid,4694.68,"2023-07-01",Shell Gas,Transport,26.97,debit
TXN01794,USR_0023,Mid,6073.51,"2023-03-15",Target,Shopping,145.31,debit
TXN00787,USR_0013,Low,3138.21,"2023-04-07",Panera Bread,Dining,20.09,debit
TXN01422,USR_0008,High,10010.09,"2023-09-25",Best Buy,Shopping,310.75,debit
TXN01211,USR_0039,High,10440.81,"2023-12-03",EZPass Toll,Transport,39.37,debit
TXN01507,USR_0020,Low,3094.6,"2023-11-13",American Water,Utilities,168.74,debit
TXN01228,USR_0006,Mid,4079.46,"2023-08-24",Target,Shopping,338.95,debit
TXN00907,USR_0036,High,7855.69,"2023-10-26",Verizon,Utilities,194.13,debit
TXN00564,USR_0022,Mid,4197.0,"2023-03-03",Walgreens,Healthcare,124.65,debit
TXN00389,USR_0018,Mid,4241.79,"2023-10-15",Target,Shopping,92.44,debit
TXN00023,USR_0027,High,8139.49,"2023-04-08",Chipotle,Dining,51.13,debit
TXN01133,USR_0007,Low,2327.96,"2023-09-22",Spotify,Subscriptions,12.97,debit
TXN00125,USR_0048,High,9294.26,"2023-10-02",Spotify,Subscriptions,10.59,debit
TXN01154,USR_0020,Low,3094.6,"2023-09-30",ESPN+,Entertainment,72.91,debit
TXN00774,USR_0005,High,7434.69,"2023-09-09",Comcast,Utilities,92.94,debit
TXN00881,USR_0012,High,8390.95,"2023-09-01",Publix,Groceries,98.05,debit
TXN00051,USR_0017,Mid,4255.53,"2023-03-24",Xbox Game Pass,Entertainment,86.15,debit
TXN01627,USR_0013,Low,3138.21,"2023-11-23",CVS Pharmacy,Healthcare,218.78,debit
TXN01344,USR_0013,Low,3138.21,"2023-10-14",Panera Bread,Dining,37.23,debit
TXN01106,USR_0049,Mid,4349.08,"2023-08-07",Starbucks,Dining,13.54,debit
TXN00704,USR_0039,High,10440.81,"2023-08-17",Hulu,Subscriptions,14.63,debit
TXN00483,USR_0007,Low,2327.96,"2023-02-16",Trader Joe's,Groceries,88.38,debit
TXN01755,USR_0039,High,10440.81,"2023-06-16",Walgreens,Healthcare,89.69,debit
TXN00067,USR_0035,High,7357.01,"2023-12-18",Shell Gas,Transport,27.58,debit
TXN01584,USR_0021,High,7624.13,"2023-02-15",Cigna,Healthcare,65.88,debit
TXN00734,USR_0028,Mid,6463.05,"2023-07-26",Cigna,Healthcare,102.0,debit
TXN01643,USR_0034,High,11683.27,"2023-05-02",Chick-fil-A,Dining,48.37,debit
TXN00802,USR_0011,Mid,4551.1,"2023-05-27",Target,Shopping,244.8,debit
TXN00428,USR_0015,Mid,4694.68,"2023-05-07",Steam,Entertainment,22.84,debit
TXN01355,USR_0048,High,9294.26,"2023-05-23",Verizon,Utilities,65.69,debit
TXN00908,USR_0018,Mid,4241.79,"2023-04-26",BP Gas,Transport,55.99,debit
TXN00032,USR_0025,Mid,5443.38,"2023-05-16",Steam,Entertainment,53.65,debit
TXN00418,USR_0030,Mid,4694.93,"2023-10-16",Publix,Groceries,91.29,debit
TXN00882,USR_0008,High,10010.09,"2023-02-17",Ticketmaster,Entertainment,108.73,debit
TXN00633,USR_0036,High,7855.69,"2023-09-03",Kroger,Groceries,61.16,debit
TXN01798,USR_0012,High,8390.95,"2023-09-15",Panera Bread,Dining,44.7,debit
TXN01354,USR_0012,High,8390.95,"2023-12-10",Dominion Energy,Utilities,54.52,debit
TXN00065,USR_0021,High,7624.13,"2023-08-12",Panera Bread,Dining,67.97,debit
TXN01481,USR_0047,Mid,4989.08,"2023-10-19",Spotify,Subscriptions,17.42,debit
TXN00078,USR_0041,Low,2343.57,"2023-10-22",BP Gas,Transport,31.18,debit
TXN00492,USR_0047,Mid,4989.08,"2023-11-17",Xbox Game Pass,Entertainment,75.92,debit
TXN01305,USR_0012,High,8390.95,"2023-12-29",Spotify,Subscriptions,19.92,debit
TXN01403,USR_0005,High,7434.69,"2023-10-18",ESPN+,Entertainment,29.12,debit
TXN00533,USR_0013,Low,3138.21,"2023-07-16",ESPN+,Entertainment,83.74,debit
TXN00066,USR_0013,Low,3138.21,"2023-05-11",Aldi,Groceries,15.28,debit
TXN01559,USR_0004,Low,3015.05,"2023-07-10",Nike,Shopping,130.52,debit
TXN00297,USR_0042,Low,3207.57,"2023-06-21",Spotify,Subscriptions,16.05,debit
TXN00592,USR_0005,High,7434.69,"2023-05-15",Panera Bread,Dining,36.86,debit
TXN00768,USR_0017,Mid,4255.53,"2023-12-02",Dominion Energy,Utilities,152.73,debit
TXN00725,USR_0008,High,10010.09,"2023-08-29",Publix,Groceries,110.75,debit
TXN00627,USR_0009,High,7994.19,"2023-02-17",Dominion Energy,Utilities,46.83,debit
TXN01303,USR_0024,High,11427.26,"2023-05-28",Whole Foods,Groceries,73.26,debit
TXN01788,USR_0030,Mid,4694.93,"2023-12-15",Amazon Prime,Subscriptions,10.22,debit
TXN01485,USR_0011,Mid,4551.1,"2023-07-18",UnitedHealth,Healthcare,165.32,debit
TXN00252,USR_0048,High,9294.26,"2023-01-22",CVS Pharmacy,Healthcare,120.34,debit
TXN01676,USR_0040,Low,3026.92,"2023-08-11",Chipotle,Dining,15.11,debit
TXN01216,USR_0005,High,7434.69,"2023-05-22",Aldi,Groceries,79.12,debit
TXN01748,USR_0021,High,7624.13,"2023-10-15",EZPass Toll,Transport,14.81,debit
TXN00983,USR_0020,Low,3094.6,"2023-06-15",Netflix,Subscriptions,14.14,debit
TXN01632,USR_0044,Low,3369.7,"2023-10-14",AMC Theaters,Entertainment,112.86,debit
TXN00707,USR_0050,High,9806.84,"2023-04-20",Lyft,Transport,41.63,debit
TXN00488,USR_0050,High,9806.84,"2023-02-13",EZPass Toll,Transport,32.7,debit
TXN00274,USR_0036,High,7855.69,"2023-12-14",UnitedHealth,Healthcare,70.48,debit
TXN01386,USR_0032,Low,2555.27,"2023-12-04",ESPN+,Entertainment,69.66,debit
TXN01540,USR_0008,High,10010.09,"2023-04-14",ESPN+,Entertainment,93.46,debit
TXN00964,USR_0001,High,7556.66,"2023-09-25",Amazon Prime,Subscriptions,10.73,debit
TXN00878,USR_0038,Mid,4948.64,"2023-04-04",Target,Shopping,126.51,debit
TXN01297,USR_0019,Mid,5509.32,"2023-08-02",Hulu,Subscriptions,11.51,debit
TXN01670,USR_0041,Low,2343.57,"2023-10-27",Dominion Energy,Utilities,196.05,debit
TXN00412,USR_0049,Mid,4349.08,"2023-10-03",Lyft,Transport,41.78,debit
TXN00668,USR_0022,Mid,4197.0,"2023-04-16",BP Gas,Transport,42.74,debit
TXN00150,USR_0018,Mid,4241.79,"2023-04-03",Cigna,Healthcare,242.57,debit
TXN00645,USR_0039,High,10440.81,"2023-04-23",Publix,Groceries,93.87,debit
TXN01479,USR_0018,Mid,4241.79,"2023-11-01",Trader Joe's,Groceries,175.01,debit
TXN00219,USR_0005,High,7434.69,"2023-09-01",Steam,Entertainment,64.02,debit
TXN00240,USR_0010,High,10506.62,"2023-10-17",CVS Pharmacy,Healthcare,44.05,debit
TXN01132,USR_0034,High,11683.27,"2023-06-08",Comcast,Utilities,163.12,debit
TXN00793,USR_0025,Mid,5443.38,"2023-08-03",Shell Gas,Transport,25.68,debit
TXN00192,USR_0040,Low,3026.92,"2023-05-09",Netflix,Subscriptions,15.4,debit
TXN00334,USR_0019,Mid,5509.32,"2023-06-03",Spotify,Subscriptions,13.61,debit
TXN01306,USR_0037,High,8224.05,"2023-03-06",Steam,Entertainment,47.51,debit
TXN00963,USR_0006,Mid,4079.46,"2023-08-15",Walmart,Shopping,113.21,debit
TXN01222,USR_0041,Low,2343.57,"2023-01-01",Aldi,Groceries,58.96,debit
TXN01792,USR_0033,Low,3005.26,"2023-09-30",LabCorp,Healthcare,83.91,debit
TXN01523,USR_0046,Mid,4531.57,"2023-12-03",Ticketmaster,Entertainment,106.56,debit
TXN01490,USR_0006,Mid,4079.46,"2023-08-05",AT&T,Utilities,69.82,debit
TXN00583,USR_0035,High,7357.01,"2023-11-12",Amazon Prime,Subscriptions,8.09,debit
TXN01753,USR_0005,High,7434.69,"2023-04-22",UnitedHealth,Healthcare,194.21,debit
TXN01486,USR_0042,Low,3207.57,"2023-03-20",Starbucks,Dining,35.27,debit
TXN00840,USR_0042,Low,3207.57,"2023-09-20",Spotify,Subscriptions,9.53,debit
TXN00628,USR_0030,Mid,4694.93,"2023-01-26",Apple Music,Subscriptions,12.63,debit
TXN00324,USR_0026,High,7347.78,"2023-07-06",Netflix,Subscriptions,7.45,debit
TXN01514,USR_0019,Mid,5509.32,"2023-10-19",CVS Pharmacy,Healthcare,90.12,debit
TXN01161,USR_0007,Low,2327.96,"2023-12-17",UnitedHealth,Healthcare,128.63,debit
TXN00779,USR_0003,Low,2209.31,"2023-10-13",Kroger,Groceries,145.64,debit
TXN01077,USR_0040,Low,3026.92,"2023-09-08",American Water,Utilities,182.01,debit
TXN00940,USR_0011,Mid,4551.1,"2023-01-31",Shell Gas,Transport,30.16,debit
TXN00438,USR_0004,Low,3015.05,"2023-06-26",LabCorp,Healthcare,86.5,debit
TXN00120,USR_0016,Low,3435.82,"2023-12-20",ESPN+,Entertainment,56.54,debit
TXN01611,USR_0020,Low,3094.6,"2023-02-15",CVS Pharmacy,Healthcare,209.32,debit
TXN01439,USR_0049,Mid,4349.08,"2023-01-27",Hulu,Subscriptions,17.28,debit
TXN01027,USR_0045,High,11381.84,"2023-12-26",Chick-fil-A,Dining,49.96,debit
TXN01274,USR_0027,High,8139.49,"2023-01-23",Aldi,Groceries,136.02,debit
TXN00077,USR_0031,High,11170.55,"2023-11-09",Panera Bread,Dining,34.01,debit
TXN01054,USR_0046,Mid,4531.57,"2023-02-20",American Water,Utilities,178.68,debit
TXN00901,USR_0050,High,9806.84,"2023-03-31",ESPN+,Entertainment,6.23,debit
TXN00372,USR_0035,High,7357.01,"2023-09-08",Best Buy,Shopping,287.35,debit
TXN01714,USR_0014,Low,3047.21,"2023-04-30",Nike,Shopping,33.79,debit
